"","age","workclass","fnlwgt","education","education.num","martial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","above50K"
"22696",33," Private",288273," 12th",8," Separated"," Adm-clerical"," Unmarried"," White"," Female",1471,0,40," United-States",TRUE
"8012",19," Private",318822," Some-college",10," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States",TRUE
"1185",44," Private",167725," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"2727",30," Federal-gov",68330," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",FALSE
"22035",39," Private",32146," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," United-States",TRUE
"27329",31," Private",33117," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"25948",42," Private",93770," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States",FALSE
"8421",26," Private",239390," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Male",0,0,18," United-States",TRUE
"24163",22," Private",113550," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",TRUE
"15843",18," Private",294253," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,27," United-States",TRUE
"8766",23," State-gov",101094," Some-college",10," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,60," United-States",TRUE
"841",17," Private",198124," 11th",7," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," United-States",TRUE
"18520",71," Federal-gov",422149," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",20051,0,40," United-States",FALSE
"11891",58," Self-emp-inc",229498," Some-college",10," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,20," United-States",FALSE
"7328",53," State-gov",104501," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," ?",FALSE
"22438",32," Private",197457," HS-grad",9," Divorced"," Tech-support"," Unmarried"," White"," Female",1471,0,38," United-States",TRUE
"3915",32," Private",408328," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"23544",32," Local-gov",199539," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",FALSE
"16272",31," Private",184306," Assoc-voc",11," Never-married"," Transport-moving"," Own-child"," White"," Male",0,1980,60," United-States",TRUE
"10789",47," Private",140045," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"31264",30," Self-emp-not-inc",223212," Bachelors",13," Never-married"," Sales"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"23556",21," Private",180052," Some-college",10," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,30," United-States",TRUE
"22148",27," Private",160972," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",TRUE
"29075",26," Private",68991," HS-grad",9," Never-married"," Other-service"," Unmarried"," Black"," Male",0,0,40," United-States",TRUE
"7041",56," Private",444089," 11th",7," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"14133",31," Private",451744," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"28157",21," Private",126613," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States",TRUE
"22154",57," Private",170287," Masters",14," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",FALSE
"27630",55," Self-emp-not-inc",170166," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,25," United-States",TRUE
"28646",56," Private",367984," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," United-States",FALSE
"31937",50," Self-emp-inc",52565," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1485,40," United-States",TRUE
"23307",29," Private",114870," Some-college",10," Divorced"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"3137",45," Self-emp-not-inc",32172," Some-college",10," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"29424",24," Private",88676," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,35," United-States",TRUE
"24922",56," Private",76142," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"26095",19," Private",227178," 11th",7," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,25," United-States",TRUE
"17544",37," Private",337778," 11th",7," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"25141",31," State-gov",86143," HS-grad",9," Never-married"," Protective-serv"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," United-States",TRUE
"27375",41," State-gov",73199," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States",TRUE
"1932",50," ?",156008," 11th",7," Married-civ-spouse"," ?"," Own-child"," Black"," Female",0,0,40," United-States",TRUE
"4686",34," ?",317219," Some-college",10," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,20," United-States",FALSE
"28051",35," Private",182898," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",8614,0,40," United-States",FALSE
"8412",43," Private",313181," HS-grad",9," Divorced"," Adm-clerical"," Other-relative"," Black"," Male",0,0,38," United-States",TRUE
"12222",33," Federal-gov",88913," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," United-States",TRUE
"15185",38," State-gov",272944," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"30639",25," Self-emp-inc",181691," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," ?",TRUE
"15017",62," Private",272209," HS-grad",9," Divorced"," Priv-house-serv"," Unmarried"," Black"," Female",0,0,99," United-States",TRUE
"7327",37," State-gov",354929," Assoc-acdm",12," Divorced"," Protective-serv"," Not-in-family"," Black"," Male",0,0,38," United-States",TRUE
"12746",39," Private",306646," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",3103,0,50," United-States",FALSE
"26715",27," Federal-gov",257124," Bachelors",13," Never-married"," Transport-moving"," Other-relative"," White"," Male",0,0,35," United-States",TRUE
"17977",26," Private",37202," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States",TRUE
"21187",28," Self-emp-not-inc",420054," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Italy",TRUE
"23439",20," Private",236592," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,25," United-States",TRUE
"25301",57," Private",124852," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,40," United-States",TRUE
"9684",58," State-gov",198145," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,35," United-States",FALSE
"14925",43," Federal-gov",19914," Some-college",10," Widowed"," Exec-managerial"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,15," United-States",TRUE
"25397",34," Local-gov",325792," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"21346",54," Private",175262," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"17843",57," Self-emp-inc",51016," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",FALSE
"19569",47," Private",160440," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States",FALSE
"28147",40," Self-emp-not-inc",30759," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",TRUE
"17657",38," Private",209609," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",FALSE
"11807",35," Private",79050," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," Black"," Male",0,0,72," United-States",TRUE
"7792",19," Private",165310," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,20," United-States",TRUE
"14874",43," Private",284403," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,60," United-States",TRUE
"9026",27," Private",161683," 11th",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,42," United-States",TRUE
"5559",38," Private",114079," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,44," United-States",TRUE
"9179",31," ?",317761," Bachelors",13," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"28429",39," Federal-gov",30673," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",FALSE
"29940",66," Self-emp-inc",102663," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",TRUE
"13998",48," Private",25468," Masters",14," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",99999,0,50," United-States",FALSE
"6545",61," Private",132972," 9th",5," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"7071",30," Private",193598," Preschool",1," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," Mexico",TRUE
"10899",40," Private",191544," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States",TRUE
"18175",30," Local-gov",47085," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"7480",70," Self-emp-not-inc",150886," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,25," United-States",TRUE
"12354",27," Private",180758," Assoc-acdm",12," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"28289",36," Private",223433," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,50," United-States",FALSE
"5111",21," Private",118693," Some-college",10," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"30388",33," Private",80058," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"10996",20," ?",114357," Some-college",10," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"28603",40," Private",478205," Bachelors",13," Never-married"," Prof-specialty"," Other-relative"," White"," Female",0,0,40," United-States",TRUE
"28067",46," Private",216414," Assoc-voc",11," Married-spouse-absent"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"9384",28," Private",133696," Bachelors",13," Never-married"," Sales"," Unmarried"," White"," Male",0,0,65," United-States",TRUE
"6461",59," Private",426001," HS-grad",9," Married-spouse-absent"," Adm-clerical"," Unmarried"," White"," Female",0,0,20," Puerto-Rico",TRUE
"6219",30," Self-emp-not-inc",523095," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States",TRUE
"17992",43," Private",102180," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",FALSE
"31",23," Local-gov",190709," Assoc-acdm",12," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,52," United-States",TRUE
"4532",22," ?",153131," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"13153",32," Private",175052," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"13235",68," ?",407338," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,20," United-States",TRUE
"25938",27," Private",252813," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States",TRUE
"19895",23," Local-gov",324637," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,30," United-States",TRUE
"18479",32," Private",215047," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"31839",34," Local-gov",231826," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," El-Salvador",TRUE
"19678",29," Local-gov",195520," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",TRUE
"11542",63," Local-gov",379940," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",FALSE
"25599",32," Private",230484," 7th-8th",4," Separated"," Sales"," Unmarried"," White"," Female",0,0,35," United-States",TRUE
"30938",41," Self-emp-inc",423217," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"22902",31," Self-emp-inc",149726," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",TRUE
"18126",33," Self-emp-not-inc",48702," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,65," United-States",TRUE
"26456",29," Private",202878," 7th-8th",4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,2042,40," United-States",TRUE
"27352",46," Private",157991," Assoc-voc",11," Divorced"," Tech-support"," Unmarried"," Black"," Female",0,625,40," United-States",TRUE
"14312",33," Private",136331," HS-grad",9," Married-spouse-absent"," Craft-repair"," Unmarried"," White"," Male",0,0,50," United-States",TRUE
"24598",46," Local-gov",121124," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",15024,0,40," United-States",FALSE
"4297",41," Private",266510," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"9870",34," Private",228881," Some-college",10," Separated"," Machine-op-inspct"," Not-in-family"," Other"," Male",0,0,40," United-States",TRUE
"14696",51," Private",204447," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",FALSE
"9365",62," Private",162825," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",FALSE
"9872",63," Federal-gov",101996," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",FALSE
"22949",46," Federal-gov",20956," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," United-States",FALSE
"8557",39," Private",135020," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"17354",25," Private",104746," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,16," United-States",TRUE
"24710",48," Private",188432," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",3103,0,46," United-States",FALSE
"23561",45," Self-emp-not-inc",58683," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",TRUE
"11247",27," Federal-gov",276776," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",FALSE
"30770",45," Local-gov",199590," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,40," Mexico",FALSE
"8390",24," Private",153082," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,30," United-States",TRUE
"8177",79," Private",121318," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,20," United-States",TRUE
"20080",55," Federal-gov",145401," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",FALSE
"18900",58," Self-emp-not-inc",196403," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,10," United-States",FALSE
"5523",27," Private",29261," Assoc-acdm",12," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"18700",35," Private",166606," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",TRUE
"13279",64," Private",231619," HS-grad",9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,21," United-States",TRUE
"2155",75," Private",101887," 10th",6," Widowed"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,70," United-States",TRUE
"9073",37," Self-emp-not-inc",268598," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Other"," Male",7298,0,50," Puerto-Rico",FALSE
"5550",51," Local-gov",33863," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",TRUE
"3476",34," Private",114691," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",FALSE
"29187",25," Private",397962," HS-grad",9," Never-married"," Adm-clerical"," Other-relative"," Black"," Female",0,0,40," United-States",TRUE
"18495",47," Private",329144," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,48," United-States",FALSE
"1688",37," Private",171150," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,50," United-States",FALSE
"10929",23," Private",113466," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"10792",24," Private",85041," HS-grad",9," Separated"," Other-service"," Unmarried"," White"," Female",0,0,25," United-States",TRUE
"12146",64," Private",133166," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,5," United-States",TRUE
"25327",43," Private",200734," HS-grad",9," Separated"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States",TRUE
"2976",27," Private",37933," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"20887",25," Private",204338," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Mexico",TRUE
"2974",36," Private",187046," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",FALSE
"28954",66," ?",210750," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,50," United-States",TRUE
"29551",30," Private",39150," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"23105",27," Private",98769," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States",TRUE
"20296",22," Private",137862," Some-college",10," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,16," United-States",TRUE
"3641",63," Self-emp-not-inc",231777," Bachelors",13," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"8695",80," ?",29020," Prof-school",15," Married-civ-spouse"," ?"," Husband"," White"," Male",10605,0,10," United-States",FALSE
"8223",28," ?",190303," Assoc-acdm",12," Never-married"," ?"," Other-relative"," White"," Male",0,0,40," United-States",TRUE
"25485",25," State-gov",157028," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"16495",63," Private",106910," 5th-6th",3," Widowed"," Other-service"," Other-relative"," Asian-Pac-Islander"," Female",0,0,19," Philippines",TRUE
"2517",25," Private",374918," 12th",8," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," United-States",TRUE
"24033",30," Self-emp-not-inc",79303," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",TRUE
"26070",40," Private",284303," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",7688,0,40," United-States",FALSE
"9906",49," Private",151584," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",FALSE
"795",60," Private",31577," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States",FALSE
"9526",33," Private",143582," HS-grad",9," Separated"," Other-service"," Unmarried"," Asian-Pac-Islander"," Female",0,0,48," China",TRUE
"24929",45," Federal-gov",359808," Assoc-acdm",12," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"2320",65," Self-emp-inc",139272," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,60," United-States",FALSE
"1687",43," Private",39581," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,45," United-States",TRUE
"20798",41," ?",129155," 11th",7," Widowed"," ?"," Other-relative"," Black"," Female",0,0,40," United-States",TRUE
"7082",46," Private",169042," 10th",6," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,25," Ecuador",TRUE
"21302",29," Private",137476," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,35," United-States",FALSE
"14997",35," Private",243409," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," Germany",TRUE
"7273",49," Local-gov",149210," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",15024,0,40," United-States",FALSE
"17188",58," Federal-gov",298643," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"27410",35," Private",220585," 12th",8," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",TRUE
"8393",30," Private",97933," Assoc-acdm",12," Married-civ-spouse"," Transport-moving"," Wife"," White"," Female",0,1485,37," United-States",FALSE
"15104",50," Private",99307," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5013,0,45," United-States",TRUE
"25253",24," Private",111450," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," Black"," Male",0,0,40," United-States",TRUE
"5294",35," Self-emp-not-inc",319831," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",TRUE
"232",41," Private",130408," HS-grad",9," Divorced"," Sales"," Unmarried"," Black"," Female",0,0,38," United-States",TRUE
"1943",24," Local-gov",249101," HS-grad",9," Divorced"," Protective-serv"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"29814",34," Local-gov",155781," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",4064,0,50," United-States",TRUE
"6989",63," Private",346975," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",7688,0,36," United-States",FALSE
"12525",37," Self-emp-not-inc",150993," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States",TRUE
"550",28," Private",184831," Some-college",10," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"28769",28," Private",294936," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",4064,0,45," United-States",TRUE
"30294",51," State-gov",341548," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"28050",26," Private",167106," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," Hong",TRUE
"25137",32," Private",388672," Some-college",10," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,16," United-States",TRUE
"31912",32," Private",127451," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,38," United-States",FALSE
"4052",29," Self-emp-not-inc",227890," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,40," United-States",TRUE
"6749",81," Private",122651," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,15," United-States",TRUE
"24545",26," Private",184120," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"8696",23," Private",38251," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States",TRUE
"13221",40," Private",176716," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",FALSE
"14328",75," Private",191446," 1st-4th",2," Married-civ-spouse"," Other-service"," Other-relative"," Black"," Female",0,0,16," United-States",TRUE
"20914",45," Private",259323," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"16689",47," Self-emp-not-inc",249585," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," United-States",TRUE
"23848",66," Local-gov",157942," HS-grad",9," Widowed"," Transport-moving"," Not-in-family"," Black"," Female",0,0,40," United-States",TRUE
"29769",38," Private",240467," Masters",14," Never-married"," Exec-managerial"," Unmarried"," Black"," Female",0,0,35," United-States",TRUE
"22895",45," State-gov",208049," HS-grad",9," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"20618",40," Private",195488," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,45," United-States",TRUE
"15402",26," Private",165510," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"2814",24," Private",379066," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,2205,24," United-States",TRUE
"27653",61," Private",79827," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",TRUE
"27844",30," Private",129707," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1848,40," United-States",FALSE
"15753",39," Private",108140," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"8080",47," Private",120131," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",TRUE
"8140",39," Local-gov",229651," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",FALSE
"26899",17," Private",220562," 9th",5," Never-married"," Sales"," Other-relative"," Other"," Female",0,0,32," Mexico",TRUE
"12339",47," State-gov",148171," Doctorate",16," Divorced"," Prof-specialty"," Unmarried"," White"," Male",0,0,50," France",FALSE
"13194",66," Self-emp-inc",115880," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",TRUE
"14779",37," Private",188377," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,40," United-States",TRUE
"9995",34," Self-emp-not-inc",175697," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,75," United-States",TRUE
"18012",44," Local-gov",387770," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,15," United-States",TRUE
"16626",59," Private",114678," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,60," United-States",TRUE
"23402",26," Private",459548," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,20," Mexico",TRUE
"2617",27," Private",258102," 5th-6th",3," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," Mexico",TRUE
"22034",42," ?",195124," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,60," Dominican-Republic",TRUE
"1205",33," Private",221196," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States",TRUE
"3442",20," Private",161922," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,43," United-States",TRUE
"15339",42," Private",224203," Some-college",10," Widowed"," Sales"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"1449",51," Private",185283," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",FALSE
"26224",46," Private",171228," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",3411,0,35," Guatemala",TRUE
"583",59," Private",199713," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
